simplified	pinyin	pos	classifier	definition	new_hsk	sentence_1	translation_1	sentence_2	translation_2	sentence_3	translation_3
筷子	kuài zi	noun	对, 根, 把, 双	chopsticks	L3	请用筷子吃饭。	Please use chopsticks to eat.	我买了一双筷子。	I bought a pair of chopsticks.	他不会用筷子。	He doesn't know how to use chopsticks.
矿泉水	kuàng quán shuǐ	noun	瓶, 杯	mineral water	L3	我要一瓶矿泉水。	I'd like a bottle of mineral water.	运动后喝了一杯矿泉水。	After exercising, I drank a cup of mineral water.	矿泉水比茶便宜。	Mineral water is cheaper than tea.
来自	lái zì	verb		to come from	L3	他来自中国。	He comes from China.	这些同学来自不同国家。	These classmates come from different countries.	你来自哪个城市？	Which city do you come from?
蓝	lán	adjective, morpheme		blue	L3	今天的天很蓝。	The sky is blue today.	她穿了一件蓝衬衫。	She is wearing a blue shirt.	我喜欢蓝色。	I like blue.
老	lǎo	adjective, adverb, morpheme		all the time	L3	他老迟到。	He is late all the time.	你老问一样的问题。	You always ask the same question.	她老忘带东西。	She always forgets to bring things.
老	lǎo	adjective, adverb, morpheme		old	L3	他已经很老了。	He is already very old.	这个楼很老了。	This building is very old.	这位老人今年八十岁。	This old person is eighty years old this year.
老	lǎo	adjective, adverb, morpheme		overcooked	L3	鸡蛋老了，不好吃。	The egg is overcooked and doesn't taste good.	这块肉有点老了。	This piece of meat is a bit overcooked.	鸡蛋老了就不好了。	Once the egg is overcooked, it won't be good.
老人	lǎo rén	noun		the elderly	L3	公园里有很多老人。	There are many elderly people in the park.	我们要认真帮助老人。	We should earnestly help the elderly.	她每天照顾老人。	She takes care of the elderly every day.
了解	liǎo jiě	verb, verbal noun		to understand	L3	我想更了解中国文化。	I want to better understand Chinese culture.	你了解他吗？	Do you understand him?	我们需要先了解这件事。	We need to understand this matter first.
离开	lí kāi	verb		to depart	L3	我明天就要离开了。	I am about to depart tomorrow.	飞机八点离开。	The plane departs at eight o'clock.	他离开了家，去工作了。	He departed from home to go to work.
礼物	lǐ wù	noun	件, 个, 份	gift	L3	他送我一件礼物。	He gave me a gift.	这个礼物是她买的。	This gift was bought by her.	生日时朋友送了礼物。	A friend gave a gift on my birthday.
历史	lì shǐ	noun	门, 段	history	L3	我喜欢学历史。	I like studying history.	中国有很长的历史。	China has a very long history.	这是一段重要的历史。	This is an important period of history.
脸	liǎn	noun	张, 个	face	L3	她的脸红了。	Her face turned red.	他洗了脸。	He washed his face.	她有一张漂亮的脸。	She has a beautiful face.
练	liàn	verb		to practice	L3	我每天练汉字。	I practice Chinese characters every day.	她在练唱歌。	She is practicing singing.	多练才能说好中文。	You have to practice more to speak Chinese well.
练	liàn	verb		to train	L3	他每天练跑步。	He trains running every day.	运动员每天练很长时间。	Athletes train for a long time every day.	我们要练好说话。	We need to train our speaking well.
练习	liàn xí	verb, verbal noun	个	to practice	L3	我每天练习说中文。	I practice speaking Chinese every day.	他练习写汉字。	He practices writing Chinese characters.	老师给了我们一个练习。	The teacher gave us an exercise.
凉快	liáng kuai	adjective		pleasantly cool	L3	秋天的早上很凉快。	Autumn mornings are pleasantly cool.	外面凉快，出去走走吧。	It's pleasantly cool outside — let's go for a walk.	风来了，很凉快。	The wind came and it feels very pleasantly cool.
辆	liàng	classifier		measure word for vehicles	L3	我家有两辆车。	My family has two vehicles.	他买了一辆新自行车。	He bought a new bicycle.	路上有很多辆车。	There are many vehicles on the road.
聊	liáo	verb		to chat	L3	我们在公园聊。	We are chatting in the park.	她喜欢和朋友聊。	She likes to chat with friends.	我们聊了很长时间。	We chatted for a long time.
聊天儿	liáo tiān r	verb		to chat	L3	我们一起聊天儿吧。	Let's chat together.	她喜欢和邻居聊天儿。	She likes to chat with her neighbors.	没事的时候，我喜欢聊天儿。	When I have nothing to do, I like to chat.
邻居	lín jū	noun	个	neighbor	L3	我有一个好邻居。	I have one good neighbor.	邻居帮我照顾了猫。	My neighbor helped take care of my cat.	这个邻居每天早起。	This neighbor wakes up early every day.
留学	liú xué	verb, verbal noun		to study abroad	L3	她去外国留学了。	She went abroad to study.	我想去外国留学。	I want to study abroad.	留学可以学很多东西。	You can learn a lot from studying abroad.
留学生	liú xué shēng	noun	个, 位	international student	L3	我们班有几个留学生。	There are several international students in our class.	那个留学生来自外国。	That international student comes from abroad.	留学生的生活很有意思。	The life of an international student is very interesting.
楼梯	lóu tī	noun	个	staircase	L3	请走楼梯，不要坐电梯。	Please take the staircase, not the elevator.	这里有两个楼梯。	There are two staircases here.	这个楼梯很长。	This staircase is very long.
路边	lù biān	place word		roadside	L3	路边有很多树。	There are many trees by the roadside.	他站在路边等我。	He stood at the roadside waiting for me.	路边有一家小店。	There is a small shop by the roadside.
路口	lù kǒu	noun		road intersection	L3	在路口往左走。	Turn left at the intersection.	我们在路口等你。	We will wait for you at the intersection.	路口有红绿灯。	There is a traffic light at the intersection.
马	mǎ	noun, proper noun (person), non-predicate adjective		horse	L3	这个马跑得很快。	This horse runs very fast.	那里有很多马。	There are many horses there.	孩子们喜欢骑马。	Children love riding horses.
马路	mǎ lù	noun	条	road	L3	不要在马路上玩。	Don't play on the road.	前面有两条马路。	There are two roads ahead.	马路两边有树。	There are trees on both sides of the road.
马上	mǎ shàng	adverb, place word		immediately	L3	我马上就来。	I'll be there immediately.	他马上回家了。	He went home immediately.	作业要马上做。	The homework must be done immediately.
满意	mǎn yì	verb, verbal noun		to be satisfied	L3	我对这次旅游很满意。	I am very satisfied with this trip.	老师对他的工作很满意。	The teacher is very satisfied with his work.	你对工作满意吗？	Are you satisfied with your work?
毛	máo	proper noun (person), noun, classifier		0.10 RMB (colloquial version of 角)	L3	这个苹果两毛钱。	This apple costs two jiao (0.20 RMB).	我找了他五毛钱。	I gave him back fifty fen (0.50 RMB) in change.	一块五毛，行吗？	One yuan fifty fen — will that do?
毛	máo	proper noun (person), noun, classifier		hair	L3	那只狗的毛很长。	That dog's fur is very long.	猫的毛很好看。	The cat's fur looks very nice.	羊的毛是白色的。	A sheep's wool is white.
米	mǐ	noun, classifier		meter (distance)	L3	这条路有一百米。	This road is one hundred meters long.	他跑了五十米。	He ran fifty meters.	学校离这里三百米。	The school is three hundred meters from here.
米	mǐ	noun, classifier		rice	L3	我每天吃米饭。	I eat rice every day.	他买了米。	He bought rice.	我家没有米了。	My family has run out of rice.
面前	miàn qián	directional word		in front of	L3	老师站在我们面前。	The teacher is standing in front of us.	他的面前有一本书。	In front of him there is a book.	面前的路很长。	The road in front of us is very long.
名单	míng dān	noun		list of names	L3	老师有一张名单。	The teacher has a list of names.	你的名字在名单上吗？	Is your name on the list?	请看名单，找你的名字。	Please look at the list and find your name.
名人	míng rén	noun		celebrity	L3	她是一位名人。	She is a celebrity.	那个名人来我们学校了。	That celebrity came to our school.	他想做一个名人。	He wants to become a celebrity.
明白	míng bai	verb, adjective, adjective-noun		clear	L3	他说得很明白。	He explained it very clearly.	这个问题不明白。	This question is not clear.	请说明白一些。	Please speak more clearly.
明白	míng bai	verb, adjective, adjective-noun		obvious	L3	这是很明白的事。	This is a very obvious matter.	这个问题明白得很。	This question is very obvious.	他的意思明白极了。	His meaning is extremely obvious.
明白	míng bai	verb, adjective, adjective-noun		to understand	L3	我明白你的意思。	I understand what you mean.	你明白了吗？	Do you understand now?	她不明白这个题。	She doesn't understand this problem.
男人	nán rén	noun	个	man	L3	那个男人很高。	That man is very tall.	门口有一个男人。	There is a man at the door.	他是一个好男人。	He is a good man.
男生	nán shēng	noun		male student	L3	这个男生叫王明。	This male student is called Wang Ming.	班上有二十个男生。	There are twenty male students in the class.	那个男生学习很好。	That male student studies very well.
南	nán	non-predicate adjective, directional word		south	L3	我们向南走。	We walk south.	他家在学校的南边。	His home is to the south of the school.	往南走就到了。	Go south and you'll be there.
